oa_code,oa_desc,grade,subject,source_url,scraped_at
CN04OA01,"Reconocer, por medio de la exploración, que un ecosistema está compuesto por elementos vivos (animales, plantas, etc.) y no vivos (piedras, aguas, tierra, etc.) que interactúan entre sí.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.522128
CN04OA02,"Observar y comparar adaptaciones de plantas y animales para sobrevivir en los ecosistemas en relación con su estructura y conducta; por ejemplo: cubierta corporal, camuflaje, tipo de hojas, hibernación, entre otras.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.522128
CN04OA03,"Dar ejemplos de cadenas alimentarias, identificando la función de los organismos productores, consumidores y descomponedores, en diferentes ecosistemas de Chile.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.522128
CN04OA04,"Analizar los efectos de la actividad humana en ecosistemas de Chile, proponiendo medidas para protegerlos (parques nacionales y vedas, entre otras).",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.522128
CN04OA05,"Identificar y describir, usando modelos, estructuras del sistema esquelético y algunas de sus funciones, como protección (costillas y cráneo), soporte (vértebras y columna vertebral) y movimiento (pelvis y fémur).",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.522128
CN04OA06,"Explicar, con apoyo de modelos, el movimiento del cuerpo, considerando la acción coordinada de músculos, huesos, tendones y articulación (ejemplo: brazo y pierna), y describir los beneficios de la actividad física para el sistema musculo-esquelético.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.522128
CN04OA07,"Identificar estructuras del sistema nervioso y describir algunas de sus funciones, como conducción de información (médula espinal y nervios) y elaboración y control (cerebro).",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.522128
CN04OA08,"Investigar en diversas fuentes y comunicar los efectos que produce el consumo excesivo de alcohol en la salud humana (como descoordinación, confusión y lentitud, entre otras).",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.522128
CN04OA09,"Demostrar, por medio de la investigación experimental, que la materia tiene masa y ocupa espacio, usando materiales del entorno.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
CN04OA10,"Comparar los tres estados de la materia (sólido, líquido y gaseoso) en relación con criterios como la capacidad de fluir, cambiar de forma y volumen, entre otros.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
CN04OA11,"Medir la masa, el volumen y la temperatura de la materia (en estados sólido, líquido y gaseoso), utilizando instrumentos y unidades de medida apropiados.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
CN04OA12,"Demostrar, por medio de la investigación experimental, los efectos de la aplicación de fuerzas sobre objetos, considerando cambios en la forma, la rapidez y la dirección del movimiento, entre otros.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
CN04OA13,Identificar los tipos de fuerzas y sus efectos,4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
CN04OA14,Diseñar y construir objetos tecnológicos que usen la fuerza para resolver problemas cotidianos.,4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
CN04OA15,"Describir, por medio de modelos, que la Tierra tiene una estructura de capas (corteza, manto y núcleo) con características distintivas en cuanto a su composición, rigidez y temperatura.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
CN04OA16,"Explicar los cambios de la superficie de la Tierra a partir de la interacción de sus capas y los movimientos de las placas tectónicas (sismos, tsunamis y erupciones volcánicas).",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
CN04OA17,"Proponer medidas de prevención y seguridad ante riesgos naturales en la escuela, la calle y el hogar, para desarrollar una cultura preventiva.",4B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/4-basico?priorizacion=0,2025-07-07T16:53:44.523142
