oa_code,oa_desc,grade,subject,source_url,scraped_at
MA03OA01,"Contar números del 0 al 1 000 de 5 en 5, de 10 en 10, de 100 en 100:",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.425257
MA03OA02,"Leer números hasta 1 000 y representarlos en forma concreta, pictórica y simbólica.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.425257
MA03OA03,"Comparar y ordenar números naturales hasta   1 000, utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.425257
MA03OA04,Describir y aplicar estrategias de cálculo mental para las adiciones y sustracciones hasta 100:,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.425257
MA03OA05,"Identificar y describir las unidades, decenas y centenas en números del 0 al 1 000, representando las cantidades de acuerdo a su valor posicional, con material concreto, pictórico y simbólico.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.425257
MA03OA06,Demostrar que comprenden la adición y la sustracción de números del 0 al 1 000:,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.425257
MA03OA07,"Demostrar que comprenden la relación entre la adición y la sustracción, usando la ""familia de operaciones"" en cálculos aritméticos y en la resolución de problemas.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.425257
MA03OA08,Demostrar que comprenden las tablas de multiplicar hasta 10 de manera progresiva:,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA09,Demostrar que comprenden la división en el contexto de las tablas de hasta 10x10:,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA10,"Resolver problemas rutinarios en contextos cotidianos, que incluyan dinero e involucren las cuatro operaciones (no combinadas).",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA11,"Demostrar que comprenden las fracciones de uso común: 1/4 , 1/3 , 1/2 , 2/3 , 3/4:",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA12,"Generar, describir y registrar patrones numéricos, usando una variedad de estrategias en tablas del 100, de manera manual y/o con software educativo.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA13,"Resolver ecuaciones de un paso que involucren adiciones y sustracciones y un símbolo geométrico que represente un número desconocido, en forma pictórica y simbólica del 0 al 100.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA14,Describir la localización de un objeto en un mapa simple o cuadrícula.,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA15,Demostrar que comprenden la relación que existe entre figuras 3D y figuras 2D:,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA16,"Describir cubos, paralelepípedos, esferas, conos, cilindros y pirámides de acuerdo a la forma de sus caras y el número de aristas y vértices.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA17,"Reconocer en el entorno figuras 2D que están trasladadas, reflejadas y rotadas.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.426254
MA03OA18,Demostrar que comprenden el concepto de ángulo:,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.427250
MA03OA19,Leer e interpretar líneas de tiempo y calendarios.,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.427250
MA03OA20,"Leer y registrar el tiempo en horas, medias horas, cuartos de hora y minutos en relojes análogos y digitales.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.427250
MA03OA21,Demostrar que comprenden el perímetro de una figura regular e irregular:,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.427250
MA03OA22,Demostrar que comprende la medición del peso (g y kg):,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.427250
MA03OA23,Realizar encuestas y clasificar y organizar los datos obtenidos en tablas y visualizarlos en gráficos de barra.,3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.427250
MA03OA24,"Registrar y ordenar datos obtenidos de juegos aleatorios con dados y monedas, encontrando el menor, el mayor y estimando el punto medio entre ambos.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.427250
MA03OA25,"Construir, leer e interpretar pictogramas y gráficos de barra simple con escala, en base a información recolectada o dada.",3B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/3-basico,2025-07-07T16:13:27.427250
