oa_code,oa_desc,grade,subject,source_url,scraped_at
MA04OA01,Representar y describir números del 0 al 10 000:,4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA02,Describir y aplicar estrategias de cálculo mental:,4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA03,Demostrar que comprenden la adición y la sustracción de números hasta 1 000:,4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA04,Fundamentar y aplicar las propiedades del 0 y del 1 para la multiplicación y la propiedad del 1 para la división.,4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA05,Demostrar que comprenden la multiplicación de números de tres dígitos por números de un dígito:,4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA06,Demostrar que comprenden la división con dividendos de dos dígitos y divisores de un dígito:,4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA07,"Resolver problemas rutinarios y no rutinarios en contextos cotidianos que incluyen dinero, seleccionando y utilizando la operación apropiada.",4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA08,"Demostrar que comprende las fracciones con denominadores 100, 12, 10, 8, 6, 5, 4, 3, 2:",4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA09,"Resolver adiciones y sustracciones de fracciones con igual denominador (denominadores 100, 12, 10, 8, 6, 5, 4, 3, 2) de manera concreta y pictórica en el contexto de la resolución de problemas.",4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA10,"Identificar, escribir y representar fracciones propias y los números mixtos hasta el 5 de manera concreta, pictórica y simbólica, en el contexto de la resolución de problemas.",4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA11,Describir y representar decimales (décimos y centésimos):,4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA12,"Resolver adiciones y sustracciones de decimales, empleando el valor posicional hasta la centésima en el contexto de la resolución de problemas.",4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA13,"Identificar y describir patrones numéricos en tablas que involucren una operación, de manera manual y/o usando software educativo.",4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.089112
MA04OA14,"Resolver ecuaciones e inecuaciones de un paso que involucren adiciones y sustracciones, comprobando los resultados en forma pictórica y simbólica del 0 al 100 y aplicando las relaciones inversas entre la adición y la sustracción.",4B,MAT,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/matematica/4-basico,2025-07-07T16:13:33.090614
