oa_code,oa_desc,grade,subject,source_url,scraped_at
CN03OA01,"Observar y describir, por medio de la investigación experimental, las necesidades de las plantas y su relación con la raíz, el tallo y las hojas.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.384190
CN03OA02,"Observar, registrar e identificar variadas plantas de nuestro país, incluyendo vegetales autóctonos y cultivos principales a nivel nacional y regional.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.384190
CN03OA03,"Observar y describir y algunos cambios de las plantas con flor durante su ciclo de vida (germinación, crecimiento, reproducción, formación de la flor y del fruto), reconociendo la importancia de la polinización y de la dispersión de la semilla.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.384190
CN03OA04,"Describir la importancia de las plantas para los seres vivos, el ser humano y el medio ambiente (por ejemplo: alimentación, aire para respirar, productos derivados, ornamentación, uso medicinal) proponiendo y comunicando medidas de cuidado.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.384190
CN03OA05,"Explicar la importancia de usar adecuadamente los recursos, proponiendo acciones y construyendo instrumentos tecnológicos para reutilizarlos, reducirlos y reciclarlos en la casa y en la escuela.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.384190
CN03OA06,"Clasificar los alimentos, distinguiendo sus efectos sobre la salud y proponer hábitos alimenticios saludables.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.384190
CN03OA07,"Proponer, comunicar y ejercitar buenas prácticas de higiene en la manipulación de alimentos para prevenir enfermedades.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.385366
CN03OA08,"Distinguir fuentes naturales y artificiales de luz, como el Sol, las ampolletas y el fuego, entre otras.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.385366
CN03OA09,"Investigar experimentalmente y explicar algunas características de la luz; por ejemplo: viaja en línea recta, se refleja, puede ser separada en colores.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.385366
CN03OA10,"Investigar experimentalmente y explicar las características del sonido; por ejemplo: viaja en todas las direcciones, se absorbe o se refleja, se transmite por medio de distintos materiales, tiene tono e intensidad.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.385366
CN03OA11,"Describir las características de algunos de los componentes del Sistema Solar (Sol, planetas, lunas, cometas y asteroides) en relación con su tamaño, localización, apariencia y distancia relativa a la Tierra, entre otros.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.385366
CN03OA12,"Explicar, por medio de modelos, los movimientos de rotación y traslación, considerando sus efectos en la Tierra.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.385366
CN03OA13,"Diseñar y construir modelos tecnológicos para explicar eventos del Sistema solar, como la sucesión de las fases de la Luna y los eclipses de Luna y de Sol, entre otros.",3B,CN,https://www.curriculumnacional.cl/curriculum/1o-6o-basico/ciencias-naturales/3-basico?priorizacion=0,2025-07-07T16:53:05.385366
